Series Name,Series Code,Country Name,Country Code,2018
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cote d'Ivoire,CIV,57.422
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Croatia,HRV,78.0707317073171
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cuba,CUB,78.726
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Curacao,CUW,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cyprus,CYP,80.828
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Czech Republic,CZE,79.0292682926829
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Denmark,DNK,80.9536585365854
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Djibouti,DJI,66.582
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Dominica,DMA,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Dominican Republic,DOM,73.892
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ecuador,ECU,76.8
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Egypt, Arab Rep.",EGY,71.825
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,El Salvador,SLV,73.096
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Equatorial Guinea,GNQ,58.402
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Eritrea,ERI,65.941
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Estonia,EST,78.2439024390244
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ethiopia,ETH,66.24
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Faroe Islands,FRO,82.5487804878049
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Fiji,FJI,67.341
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Finland,FIN,81.7341463414634
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,France,FRA,82.7243902439024
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,French Polynesia,PYF,77.462
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Gabon,GAB,66.187
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Gambia, The",GMB,61.735
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Georgia,GEO,73.6
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Germany,DEU,80.8926829268293
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ghana,GHA,63.78
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Gibraltar,GIB,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Greece,GRC,81.7878048780488
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Greenland,GRL,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Grenada,GRD,72.384
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guam,GUM,79.859
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guatemala,GTM,74.063
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guinea,GIN,61.185
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guinea-Bissau,GNB,58.003
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guyana,GUY,69.774
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Haiti,HTI,63.66
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Honduras,HND,75.088
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Hong Kong SAR, China",HKG,84.9341463414634
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Hungary,HUN,76.0658536585366
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Iceland,ISL,82.8609756097561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,India,IND,69.416
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Indonesia,IDN,71.509
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Iran, Islamic Rep.",IRN,76.479
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Iraq,IRQ,70.454
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ireland,IRL,82.2560975609756
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Isle of Man,IMN,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Israel,ISR,82.8024390243903
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Italy,ITA,83.3463414634146
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Jamaica,JAM,74.368
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Japan,JPN,84.2109756097561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Jordan,JOR,74.405
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kazakhstan,KAZ,73.15
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kenya,KEN,66.342
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kiribati,KIR,68.116
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Korea, Dem. People’s Rep.",PRK,72.095
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Korea, Rep.",KOR,82.6268292682927
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kosovo,XKX,72.1951219512195
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kuwait,KWT,75.398
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kyrgyz Republic,KGZ,71.4
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lao PDR,LAO,67.61
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latvia,LVA,74.7829268292683
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lebanon,LBN,78.875
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lesotho,LSO,53.705
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Liberia,LBR,63.73
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Libya,LBY,72.724
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Liechtenstein,LIE,83.0414634146342
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lithuania,LTU,75.6804878048781
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Luxembourg,LUX,82.2951219512195
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Macao SAR, China",MAC,84.118
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,North Macedonia,MKD,75.688
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Madagascar,MDG,66.681
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malawi,MWI,63.798
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malaysia,MYS,75.997
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Maldives,MDV,78.627
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mali,MLI,58.893
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malta,MLT,82.4487804878049
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Marshall Islands,MHL,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mauritania,MRT,64.704
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mauritius,MUS,74.4163414634146
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mexico,MEX,74.992
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Micronesia, Fed. Sts.",FSM,67.755
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Moldova,MDA,71.808
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Monaco,MCO,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mongolia,MNG,69.689
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Montenegro,MNE,76.77
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Morocco,MAR,76.453
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mozambique,MOZ,60.163
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Myanmar,MMR,66.867
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Namibia,NAM,63.373
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nauru,NRU,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nepal,NPL,70.478
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Netherlands,NLD,81.8121951219512
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,New Caledonia,NCL,77.1487804878049
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,New Zealand,NZL,81.8585365853659
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nicaragua,NIC,74.275
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Niger,NER,62.024
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nigeria,NGA,54.332
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Northern Mariana Islands,MNP,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Norway,NOR,82.7585365853659
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Oman,OMN,77.633
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pakistan,PAK,67.114
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Palau,PLW,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Panama,PAN,78.329
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Papua New Guinea,PNG,64.263
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Paraguay,PRY,74.131
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Peru,PER,76.516
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Philippines,PHL,71.095
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Poland,POL,77.6024390243903
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Portugal,PRT,81.3243902439024
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Puerto Rico,PRI,79.7781951219512
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Qatar,QAT,80.1
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Romania,ROU,75.3585365853659
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Russian Federation,RUS,72.6573170731707
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Rwanda,RWA,68.7
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Samoa,WSM,73.187
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,San Marino,SMR,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sao Tome and Principe,STP,70.17
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Saudi Arabia,SAU,74.998
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Senegal,SEN,67.665
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Serbia,SRB,75.890243902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Seychelles,SYC,72.8414634146341
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sierra Leone,SLE,54.309
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Singapore,SGP,83.1463414634146
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sint Maarten (Dutch part),SXM,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Slovak Republic,SVK,77.2658536585366
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Slovenia,SVN,81.3780487804878
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Solomon Islands,SLB,72.835
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Somalia,SOM,57.068
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Africa,ZAF,63.857
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Sudan,SSD,57.604
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Spain,ESP,83.4317073170732
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sri Lanka,LKA,76.812
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Kitts and Nevis,KNA,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Lucia,LCA,76.057
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Martin (French part),MAF,79.8707317073171
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Vincent and the Grenadines,VCT,72.415
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sudan,SDN,65.095
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Suriname,SUR,71.57
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Eswatini,SWZ,59.401
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sweden,SWE,82.5585365853659
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Switzerland,CHE,83.7536585365854
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Syrian Arab Republic,SYR,71.779
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tajikistan,TJK,70.879
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tanzania,TZA,65.015
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Thailand,THA,76.931
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Timor-Leste,TLS,69.26
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Togo,TGO,60.76
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tonga,TON,70.801
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Trinidad and Tobago,TTO,73.38
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tunisia,TUN,76.505
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turkey,TUR,77.437
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turkmenistan,TKM,68.073
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turks and Caicos Islands,TCA,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tuvalu,TUV,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uganda,UGA,62.973
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ukraine,UKR,71.5826829268293
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United Arab Emirates,ARE,77.814
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United Kingdom,GBR,81.2560975609756
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United States,USA,78.5390243902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uruguay,URY,77.77
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uzbekistan,UZB,71.573
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Vanuatu,VUT,70.323
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Venezuela, RB",VEN,72.128
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Vietnam,VNM,75.317
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Virgin Islands (U.S.),VIR,79.5682926829268
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,West Bank and Gaza,PSE,73.895
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Yemen, Rep.",YEM,66.096
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Zambia,ZMB,63.51
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Zimbabwe,ZWE,61.195
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,4.473
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1.617
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,3.023
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,American Samoa,ASM,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Andorra,AND,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Angola,AGO,5.519
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Antigua and Barbuda,ATG,1.994
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Argentina,ARG,2.261
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Armenia,ARM,1.755
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Aruba,ABW,1.896
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Australia,AUS,1.74
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Austria,AUT,1.47
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Azerbaijan,AZE,1.73
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Bahamas, The",BHS,1.752
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bahrain,BHR,1.987
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bangladesh,BGD,2.036
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Barbados,BRB,1.619
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1.448
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1.62
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,2.307
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,4.836
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,1.6
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,1.975
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bolivia,BOL,2.73
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bosnia and Herzegovina,BIH,1.265
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Botswana,BWA,2.874
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Brazil,BRA,1.73
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,British Virgin Islands,VGB,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Brunei Darussalam,BRN,1.848
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bulgaria,BGR,1.56
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Burkina Faso,BFA,5.189
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Burundi,BDI,5.41
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cabo Verde,CPV,2.274
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,2.503
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,4.572
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1.4988
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cayman Islands,CYM,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,4.721
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,5.747
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1.51
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chile,CHL,1.649
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,China,CHN,1.69
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Colombia,COL,1.807
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Comoros,COM,4.205
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Congo, Dem. Rep.",COD,5.919
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Congo, Rep.",COG,4.428
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Costa Rica,CRI,1.754
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cote d'Ivoire,CIV,4.649
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Croatia,HRV,1.47
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cuba,CUB,1.618
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Curacao,CUW,1.7
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cyprus,CYP,1.329
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Czech Republic,CZE,1.71
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Denmark,DNK,1.73
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Djibouti,DJI,2.728
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dominica,DMA,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dominican Republic,DOM,2.346
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ecuador,ECU,2.427
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Egypt, Arab Rep.",EGY,3.326
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,El Salvador,SLV,2.039
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Equatorial Guinea,GNQ,4.513
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Eritrea,ERI,4.056
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Estonia,EST,1.67
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ethiopia,ETH,4.247
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Faroe Islands,FRO,2.5
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Fiji,FJI,2.774
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Finland,FIN,1.41
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,France,FRA,1.88
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,French Polynesia,PYF,1.941
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Gabon,GAB,3.969
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Gambia, The",GMB,5.219
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,2.06
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1.57
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,3.87
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Gibraltar,GIB,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1.35
